,Continent,GDP_Capita,IncomeGroup,Area,Total_Edge_Length,Density,Edge_No,Ave_Path_Length,Assortativity,Diameter,Max_Degree,max_5perc_isolated,max_10perc_isolated,max_20perc_isolated,mean_5perc_isolated,mean_10perc_isolated,mean_20perc_isolated,min_5perc_isolated,min_10perc_isolated,min_20perc_isolated,max_5perc_surloss_e2,max_10perc_surloss_e2,max_20perc_surloss_e2,mean_5perc_surloss_e2,mean_10perc_surloss_e2,mean_20perc_surloss_e2,min_5perc_surloss_e2,min_10perc_surloss_e2,min_20perc_surloss_e2,areaLog,edgeLog,edgeAreaLog
Spain,Europe,29613.6711379783,High income,506548.9044963201,222297354.36316025,1.4449501138433033e-05,345556,194.3655734225103,0.01131881066777358,503,24,17.4287182121757,24.40179142674344,71.03316326530611,3.5820509691642224,8.797247021812131,44.24150774397344,1.2600229095074456,1.2807506974384986,21.535893155258766,0.9507961503903316,0.9957879001119444,0.9999999997301491,0.8182744062485421,0.9526481788274386,0.997218331607174,0.7263682338738092,0.8931648626718973,0.9897801721827708,13.135376151803184,19.219526477663248,6.084150325860062
Estonia,Europe,23659.8722900339,High income,45469.00923905505,16219843.038908144,0.00040528984526455255,11768,53.028810363407366,0.027690384458239917,146,8,12.83853273911553,20.637095393046756,55.054832076764896,4.145165490295319,7.517299007407587,24.02842383988723,1.6888433981576252,1.6911513495046118,8.489753745479591,0.873402060549379,0.9778806766272002,0.9988029892487444,0.796761222346822,0.898728157597427,0.9645809309192452,0.6795150814475093,0.8312943076038256,0.9459971543091121,10.72478625724925,16.601745929595356,5.876959672346107
Ethiopia,Africa,857.501351042922,Low income,1131885.4987498582,56731195.25222357,0.00038567999611825314,12368,51.532783828732136,0.08236425670818975,122,12,12.239109267177513,43.669077596213945,93.68023046453008,3.9555120262311316,11.73031400441243,67.1629110437559,0.41754533951919026,0.5925798694606664,27.172572556112804,0.43924791377525785,0.6916569698135564,0.9941239607186516,0.24408967229477369,0.4879657201361627,0.8952867132731278,0.1029427174950778,0.3277612360815152,0.7002435350521782,13.939395383115048,17.853834798219236,3.9144394151041877
Finland,Europe,48685.8539866945,High income,336795.6777989304,84201674.43023722,8.633615729919256e-05,54911,89.5262221097998,0.07051145687825293,235,8,21.454093521826938,27.48492811872005,46.93621689390378,4.277585444607841,8.154266533371244,26.935090299865642,1.5242494226327943,1.5282494597097869,11.11111111111111,0.9878671663280304,0.9998689536177248,0.9999982337224564,0.8786052211876729,0.9414690199404064,0.987905262782637,0.8229305717800769,0.8960730653480108,0.965174678637978,12.727231728129395,18.248725365359686,5.521493637230289
Fiji,Oceania,6220.04642089247,Upper middle income,21115.07903235145,1371639.6214110558,0.007869368483179227,600,19.416433864515707,0.036481582315042935,46,8,54.05263157894736,73.52631578947368,88.97368421052632,8.792644261255548,24.13157894736843,67.74144736842105,1.8421052631578942,1.8421052631578942,24.657894736842103,0.9008156380012357,0.926341379620592,0.990349379402638,0.3355926636224278,0.5970715237777715,0.8829573131810153,0.021357026500661926,0.141950345337034,0.6149738992517,9.95774271030925,14.131517386155034,4.173774675845785
France,Europe,40493.9285720456,High income,549709.7614257906,462736931.98229647,8.497447708983309e-06,594455,166.56698250464032,-0.031702389751471265,495,16,6.55148583275743,15.966160870149054,39.44800669082799,2.3359773786344538,3.6918890507382134,18.507348671664403,1.3433637829124128,1.3299640909695436,3.0767163778046482,0.8894777873863736,0.9714452221940468,0.999990558331772,0.8139926671698363,0.9418942205138799,0.9902710647625648,0.7291396725819949,0.9001893645239472,0.9772698898698424,13.217145711424013,19.95266926911053,6.735523557686516
Faroe Is.,Europe,58622.840815806,High income,1438.8973474205384,399136.6785521908,0.014155906264945,296,21.273314203730273,-0.08719865171832618,56,6,53.40050377833753,69.80928391507737,80.64051817200432,21.9036481091177,35.08678861713217,57.78805325656713,1.7992083483267363,1.8351925152932709,17.416336811802807,0.6304891865785003,0.9238793861970264,0.9511978303277157,0.3237441419580329,0.5309409944265967,0.7245045692485153,5.5201094924071555e-05,0.10555620352842852,0.4417728398617777,7.2716323682903905,12.89705918997658,5.625426821686191
Micronesia,Oceania,3568.291015625,Lower middle income,788.6787958757003,44707.906686485076,0.4666666666666667,7,1.8,-0.1666666666666659,3,3,,,,,,,,,,,,,,,,,,,6.670359135137887,10.707905648326198,4.037546513188312
Gabon,Africa,7667.366861269141,Upper middle income,265121.80371041066,5532217.729568125,0.003018731475343374,1653,32.55301042220238,-0.0073674037773168765,93,8,76.04778691735213,84.52800626713672,94.06580493537015,22.237040352982387,46.362612612612615,80.38973756365058,1.8409714061887972,1.9193106149627888,36.584410497453966,0.9524744453948064,0.9666474594994222,0.9976674521371875,0.5742087415253696,0.8074447344336252,0.9585590837339022,0.06655990550434575,0.33908966766341353,0.7111017066695271,12.487944636010853,15.526099329193308,3.0381546931824532
United Kingdom,Europe,42300.267125825,High income,245398.54909992105,155550590.02256948,1.8439950715351074e-05,268428,122.44022580350418,0.0004611130271541082,375,16,8.160559305689489,15.626511852926948,36.99584453678807,2.6128419427239336,4.5616827923902,18.605219764261896,1.1703511053315996,1.166902404526167,5.650808983337358,0.8360363565306014,0.9670085597452606,0.9999322046452256,0.7457362810076235,0.9249848068049059,0.9945772086831031,0.6635987530587085,0.8680274667057114,0.9868806913060422,12.41063889885321,18.862481574438426,6.451842675585218
Georgia,Asia,4769.18654326351,Upper middle income,69840.23322021274,14084829.015107432,0.00048141581016390565,9162,59.58835490780614,0.06659503717348317,194,8,64.6889031430404,74.05093704949543,93.85180453529223,12.484058840275221,31.535910029895685,83.25257879853685,1.5771865540863468,10.156868958960544,55.83412172816147,0.8710742898898841,0.942791492146904,0.9991369961019736,0.6068258756336953,0.7976259942719273,0.9612566947475445,0.39945881545122536,0.6045266280642548,0.9127209340638008,11.153965529858034,16.460608819716438,5.306643289858402
Ghana,Africa,2202.11556738065,Lower middle income,238433.8497131579,28021117.474619545,0.0004926206994722215,9818,48.7188115728835,0.04048846537363144,119,10,12.036733355198425,52.33614000330197,72.21215615219899,3.3100584368216257,8.510619020204507,44.75047413989798,1.6229508196721314,1.6333938294010888,11.447866908252347,0.8595245339500348,0.9086611306294724,0.9927436713794872,0.5789599371250792,0.7530086775169778,0.9002420827040493,0.35684301341564706,0.6735027054265159,0.8314362073316176,12.381847191145962,17.14846897939908,4.766621788253118
Gibraltar,Europe,61700.0,High income,7.210305358424952,39646.696699467386,0.01766830870279146,269,12.502068965517239,-0.03024082357987565,30,6,67.06827309236948,97.18875502008032,100.0,67.06827309236948,73.15930388219543,53.084131397384404,67.06827309236948,67.06827309236948,9.236947791164656,0.8560985270120505,0.9987228275035188,1.0,0.02592432071115496,0.06824791267860754,0.28206473105800584,0.0,0.0,8.317029539767688e-05,1.975511302470069,10.587762912103557,8.612251609633487
Guinea,Africa,1064.1312373665598,Low income,245145.7681120317,20052085.714040294,0.001531581974904146,2801,42.86885644795465,0.06842192956012515,105,9,53.31946888497839,71.42631745029978,94.65709728867624,7.08820490231573,25.41160832536553,79.24738732522262,1.5566037735849056,1.5913430935709738,37.531446540880495,0.9352912914736158,0.9848430642433232,0.999513070671088,0.6475629474419746,0.8488301699419685,0.9759988019420263,0.3245716176259789,0.6316219458776561,0.8997738823545309,12.40960828448711,16.81384373194448,4.4042354474573715
The Gambia,Africa,751.2946883887421,Low income,10664.597628932968,1725417.8167079482,0.007738584263111864,584,21.13228473749768,0.06435997579624908,65,7,58.67875647668394,65.36593264248705,81.73575129533678,28.176107910961885,40.004290392151695,61.10694624352336,1.3115284974093264,1.3115284974093264,21.502590673575128,0.6733259894369322,0.7319913571432977,0.9661920248429798,0.3054629839579823,0.45073987881682526,0.657784877782011,0.00020415616477544455,0.02163288617741905,0.2602103116877188,9.274684902011163,14.360979791703183,5.08629488969202
Guinea-Bissau,Africa,697.784402885715,Low income,33860.10469763923,2021664.863040271,0.010959310959310959,369,15.913899613899614,0.014273422078250848,37,8,59.70757430488975,69.7267497603068,85.97794822627037,15.287786472025482,29.55716682646213,56.01761744966443,1.797698945349952,3.691275167785235,10.0431447746884,0.8737210571763998,0.9398973759746287,0.9826090890163212,0.22496045557332742,0.42695029620520086,0.7197483629842456,0.00023196061665937989,0.06940071934654762,0.21414359281582312,10.429992747756748,14.519431919543521,4.089439171786775
Greece,Europe,19582.5360108329,High income,132634.79691096002,67947822.7353127,5.8979942676415076e-05,81144,129.6616715676336,0.11295195529646045,376,11,16.568574995541287,28.698119900674,87.50443105281815,6.343965597238068,13.407073464388153,62.73773764707733,1.7618793379604911,3.652235880990558,33.92282958199357,0.981111050998946,0.9991677884124566,0.999992937271888,0.8500677502573272,0.9448454181722319,0.994503373213517,0.7481115001473115,0.8919878918362976,0.9717117670043494,11.795354742450742,18.034250655889313,6.2388959134385695
Grenada,Central-America,10965.5131592044,Upper middle income,359.43350665444876,214375.53194559642,0.032929292929292926,163,8.881818181818181,-0.15246307485733446,24,8,6.519432285448999,23.855949064862713,58.21063801565194,3.1286200645532123,5.379095370738826,10.604340632843586,0.9152407481098291,0.9152407481098291,0.9152407481098291,0.2532119017194337,0.4509789902364692,0.8474104821850764,0.027806655095011665,0.07317033247359361,0.20008671554137136,1.3543735116812528e-05,0.001002270520397188,0.010303915037486759,5.884529199426373,12.275484578278139,6.390955378851766
Greenland,North-America,54470.956386425496,High income,2154641.8292835653,24729.620360672816,0.04346076458752515,108,9.940845070422537,-0.1268801662225042,27,8,100.0,100.0,100.0,84.50492569711137,83.61890416117498,91.56168662155126,11.504424778761063,11.504424778761063,11.504424778761063,,,,,,,,,,14.583135063197698,10.115757009029767,-4.467378054167931
Guatemala,Central-America,4619.98709708493,Upper middle income,109303.67493649197,17130125.62134331,0.000458407533904846,9877,51.13533599457541,0.16257531414827442,130,10,46.751207729468604,57.2463768115942,94.98563906175204,9.546238880521791,29.40165018540235,79.01858167684631,1.1900468806346916,6.707536963577352,49.336650082918744,0.7095851985525503,0.9050796904899584,0.9983563129800148,0.5572941988096531,0.7590434525556463,0.9502179902784039,0.2968171096738721,0.6424046921515184,0.8614927061990064,11.601885296074174,16.656349203685167,5.054463907610992
Guyana,South-America,5468.35662903592,Upper middle income,209881.97015807437,1042837.81018502,0.008885054339599794,587,17.949232585596217,0.16280656063001853,64,8,85.78290105667628,91.45052833813641,96.44572526416908,38.20730982114268,52.88306343470989,77.55379442843423,2.49759846301633,2.5936599423631126,31.98847262247839,0.9902158219856722,0.9965093826417816,0.999141796384436,0.4289761853452183,0.6634079197558289,0.9019459110916844,9.152233245306816e-05,0.008988180012526019,0.3902316447796504,12.254300604825746,13.857456218712723,1.6031556138869787
Honduras,Central-America,2574.91219067443,Lower middle income,112265.12107140028,11880440.294513887,0.0008222107114846366,5162,46.927526474165504,0.10543427828503092,119,10,35.61840843720038,69.44876240583523,94.26011140712036,8.9524660087706,27.551434976936505,84.95873213851158,1.1920529801324504,3.278885419168868,45.647482014388494,0.9105660914238838,0.9714019084144252,0.998230067385656,0.540617046592777,0.7828996710136192,0.9741133336276363,0.2416955027122024,0.4646761327873694,0.8692961869594734,11.628618505408692,16.29040393303977,4.661785427631076
Croatia,Europe,14853.239837463501,High income,57063.55110818712,29063923.62802584,0.00020974205490670653,20565,68.71761299650504,0.06146336548046335,180,8,13.26168845557279,22.934732998630768,74.04162102957284,3.3001962096065087,7.512722288924849,38.12536072450118,1.0840998685939551,1.09421162052741,10.843637159426631,0.6605526285993719,0.7991635042571213,0.9915981888273528,0.42594465793767805,0.6547796667526867,0.9120226763895845,0.2969380257220131,0.5071215593607529,0.7843311936619978,10.95192085746449,17.185008225162473,6.2330873676979826
Haiti,Central-America,754.58791774842,Low income,27128.56354016519,4251087.573064512,0.0030441198561443504,1378,28.275369138191557,0.06328320802005126,71,8,52.72909364046069,73.02008965631745,93.19840743198408,12.41346131940767,34.57547091929721,74.86404696407574,1.6677897574123992,2.0712510356255174,35.853780671006504,0.8561519937675176,0.9498942971557408,0.9969976737671664,0.4952425025618144,0.7275829666880975,0.9307804627927966,0.12708678991535755,0.35800683856316107,0.7217425997286055,10.208342456966488,15.262685407708487,5.054342950742
Hungary,Europe,16475.7418389402,High income,93045.66604521142,36215239.87067369,0.00014429172770254046,31727,72.00618119074308,-0.0062226731161692285,203,10,9.893090793042923,28.025879753826732,58.9540412044374,3.3750444547900957,6.379041146680358,29.272589989299046,1.5607928827844544,1.5735641227380015,15.357710651828302,0.6532229045593828,0.9913579148970244,0.9999391958257484,0.5191892910243509,0.7133935716111757,0.9371895917294806,0.3752083841974685,0.599806019904711,0.8838776848372727,11.440845684362474,17.40499057910678,5.964144894744307
Indonesia,Asia,4135.569262815539,Upper middle income,1993886.6901591395,67990916.02403767,7.678750924338217e-05,63810,100.63046619604215,0.09457878989980664,277,15,13.75886524822695,26.80851063829787,82.6950354609929,3.2430260047281325,5.428625827026511,28.887234042553196,1.3120567375886523,1.3120567375886523,2.5886524822695036,0.43146017303060336,0.8330307290959402,0.9972864515192004,0.23169609944437122,0.43573508914511483,0.846043599212968,0.12716530091307066,0.29558498963339,0.6364689758261706,14.505596402492676,18.034884666334925,3.5292882638422496
Ireland,Europe,78660.9564629603,High income,70324.26906654469,39182604.19608686,0.00015531684577814922,30416,67.32385793849926,-0.003921410487611636,207,12,23.817742492233346,27.72294372294372,43.69166954718285,4.354063381501877,8.767255610972093,25.700206248288442,1.703958691910499,1.707190894981894,8.734155235283904,0.9832437905839918,0.9984001084125408,0.9999849646880664,0.8415461437649195,0.9381264679362554,0.9856332350902616,0.7193934098918444,0.8776994061181888,0.970497472475484,11.160872239653772,17.48374343575743,6.322871196103658
Iran,Asia,5520.310789323821,Upper middle income,1629854.2768988574,239552658.11959693,1.4442408410345914e-05,336412,222.86837765100742,0.0758160615060374,617,20,25.8505298382599,49.77048268187509,99.44004370390604,10.719111588262304,29.66804287351495,95.6917941297125,1.392951664577239,10.28251828481285,89.01462876069556,,,,,,,,,,14.304001168110918,19.29428381753573,4.990282649424813
Iraq,Asia,5955.109010368161,Upper middle income,445313.5709207876,51735902.81267474,9.9662420556661e-05,47467,83.34215501861628,0.07813012418477178,197,15,19.51993903987808,30.15198351365276,88.22614107883817,5.164371185316353,12.425094130816165,56.355859942557466,1.245753114382786,1.374745417515275,21.955601180546644,0.7817677743594296,0.9281301013843448,0.9990269079675724,0.4642435556298629,0.7495810689485561,0.9553044844392851,0.25389688314325104,0.5565043429696009,0.8737286691145713,13.006533966751066,17.761662543582656,4.755128576831588
Iceland,Europe,66944.8255080349,High income,102209.2931724686,12846282.309623174,0.0006002058589425487,6482,51.57138634775198,0.06906484316623432,142,8,64.2577761221829,86.40595903165735,98.34233563047123,30.324254966675245,62.460019496560925,93.65125093773061,3.668528864059591,39.57169459962756,82.29923607229365,0.9968091301342858,0.9991531753473496,0.9999073338939038,0.9212984012909693,0.9608768239455193,0.9884786956199683,0.8010790252084897,0.9040675794934432,0.9459463264092384,11.53477788385521,16.368565013019797,4.833787129164589
Israel,Asia,43641.3977358108,High income,22161.375894910285,13999260.07934206,0.00013696356161307005,40957,63.019861599152,0.12751057625290466,196,10,25.498324219439056,41.57608695652174,73.21556671449068,6.228489030970583,15.655947731322058,50.824372692552075,0.8640251352766627,1.769518050862529,27.03537090941166,0.8410218380212496,0.9261591286561256,0.9865727975557438,0.4237751505972034,0.6632311495938343,0.9046413560880798,0.19116643302058708,0.4169729637819246,0.8127459418363836,10.006106228054271,16.454515034707278,6.448408806653006
Italy,Europe,33189.5657988542,High income,301258.61393248866,195439273.79774755,1.4154503890582074e-05,356087,135.82957117309792,-0.04233422101420228,457,16,6.1394142769981705,15.846783535408141,42.921622008883794,2.1809037152249497,5.138481855351036,25.919642730464986,0.7164350193437454,0.750873541000669,8.938256928449364,0.7796755996374073,0.9259881064637636,0.999634532091918,0.6272692567570631,0.8573987941071273,0.9912667272840703,0.520911265843983,0.7756088463625134,0.9675860921991121,12.61572435734497,19.09076026917695,6.4750359118319825
Jamaica,Central-America,5582.263777552111,Upper middle income,11008.25728178271,3852160.0900761327,0.002100585565295728,2425,26.2898756106857,-0.06340264545881416,71,10,14.368650217706818,38.127883981542524,63.837254647081764,2.2956856437157938,4.431064086475729,21.916356807022844,1.2772545478002837,1.2772545478002837,1.9128171763175015,0.4872192487906026,0.7223659358685892,0.9281904413862504,0.2557481694242576,0.4571767519616956,0.7448823952086455,0.09932422609344582,0.21938124319363128,0.5247401123944082,9.306400932154968,15.164144611284767,5.8577436791298
Jordan,Asia,4330.3293459325705,Upper middle income,89161.00784320707,11114551.834221516,0.0002538209371081024,20262,59.05149108839475,0.0042231399096627036,156,16,17.66251971263361,44.83967057998949,78.51760995268968,3.6036154430231915,7.505854494867695,49.97888557911335,1.7347117574908009,1.7347117574908009,15.139302610828805,0.650944894675853,0.7729605777126947,0.9636102834407342,0.36086742583725334,0.6585329384413029,0.8657436120069606,0.12858414845148813,0.4119727388297935,0.8007547080930766,11.398199091195531,16.22376578375975,4.825566692564217
Kazakhstan,Asia,9731.14520688729,Upper middle income,2763600.4820648045,88784561.21804632,0.000187222107955208,23927,80.99075820595353,0.1060368513146426,214,12,63.493322755520296,83.82627231548095,98.44662772172066,20.633085446930814,53.71023065017814,93.9665275551984,1.3990672884743505,15.475557917109459,82.83056478405315,0.9896861557499332,0.9973013550524688,0.9999869012541479,0.8554871120705466,0.9634898043700676,0.9985533662069623,0.5981316917187792,0.8354005928126902,0.9805636452664196,14.832044910030401,18.301723332689832,3.469678422659433
Kenya,Africa,1816.5469164389,Lower middle income,586416.0264853063,41515436.41462767,0.0005161150836458472,9119,41.416738791094225,0.09170264376397036,104,11,7.610397745067335,20.169119949890383,75.32459578637922,1.8309780488477954,4.135549588690249,26.947087433831612,0.599592277251469,0.5953454807865776,4.710255316555968,0.4068409539042094,0.5881042587018015,0.961587741536568,0.28434940040292445,0.4553560301162804,0.7567214545570807,0.15204638283628855,0.3514142268952896,0.6125699336484987,13.281784759476656,17.541575877838543,4.259791118361888
Kyrgyzstan,Asia,1309.3929916551199,Lower middle income,198704.00849180185,11884737.806929333,0.0009430126616516225,4379,60.765844938483454,0.1201985613308988,155,8,81.60588150497333,91.27613554434029,98.07969968235633,47.544840457154905,76.97617480356766,94.23142487621524,4.035418783568008,33.72781065088757,84.29273936939543,0.9560307289715329,0.9935504220584837,0.9992145480030036,0.7345805792732462,0.9310373820714188,0.9898625560863743,0.3119680629812025,0.5902849294958247,0.9490820521286976,12.19957160192375,16.290765597694158,4.091193995770408
Cambodia,Asia,1643.12138876475,Lower middle income,181306.9601959954,12975210.455519915,0.0011567174543348994,4331,35.17880432111823,0.036825373914193216,84,8,43.676539727315465,55.714012251148546,90.06211180124224,3.753653856334023,10.32387005172217,53.16818437447716,0.928705440900563,0.9458948164964056,12.661274792990564,0.6650050387914522,0.8965650312279111,0.9959149176194492,0.24447095292856935,0.46004214351148476,0.7982639147441284,0.06918236779887907,0.25003950147495113,0.5122546055129535,12.10794678649692,16.378551206963287,4.270604420466369
St. Kitts & Nevis,Central-America,19896.4957043824,High income,266.9144431542294,132605.15783858462,0.02005087535537932,268,10.127786922041,-0.16292843111384728,25,10,24.854867711276647,33.88132545594657,60.05651168764449,5.567026055081542,7.263357307988693,15.470366391892213,2.3067043411250965,0.8784998715643464,0.8784998715643464,0.3274631750062985,0.5081159999882514,0.8245095012203543,0.044996145640815124,0.10021522986834419,0.28076275798158756,0.00025046967264860784,0.002345005462600554,0.02997708753432284,5.586928169424534,11.795131253704286,6.20820308427975
South Korea,Asia,31761.977692344703,High income,100192.89220629509,92958622.50584053,3.480558810504233e-05,147459,80.39434820402886,0.12885286379748154,219,16,9.211237169097785,18.515012172031376,31.78107854944467,2.6319143307939736,4.376238273719149,16.373295502460223,1.3268998793727385,1.332436069986541,5.3908355795148255,0.6804012389476282,0.8918766745280621,0.9697553285532596,0.5807374391739242,0.7439029289337377,0.8834667205553514,0.4821714163609442,0.6694352668241655,0.8250671195011037,11.5148525290519,18.34766503281954,6.832812503767636
Kuwait,Asia,32031.980102598798,High income,17403.149611900848,5694983.607434936,0.00031288336863445425,16773,38.35510089150215,0.1269587863752233,111,18,25.80027835768963,41.35351426583159,71.1602017742216,5.611789964342455,12.829779027469716,44.80065562464434,1.7220386154113758,1.7223382045929019,11.559280600663525,0.6889431655626617,0.8564976482762072,0.9677295185610868,0.5099622800440545,0.7304072863478289,0.8611996524782413,0.21663312443581412,0.6607507271398814,0.8222576891995262,9.764406481000103,15.555096276445745,5.790689795445642
Laos,Asia,2534.89827724281,Lower middle income,230144.84012422655,16007154.898064993,0.0016602429424058115,2392,37.73081923133249,0.0533698417247266,102,8,58.55551286976566,79.98212024137675,93.5041446872645,12.711720273544048,38.5058370470444,82.12364627270323,0.7287449392712549,2.184249628528974,47.73182864355186,0.9148438915578948,0.9798305534399108,0.9982356429934612,0.5910047090569335,0.831173459124168,0.9705819818518581,0.20021270013768924,0.5075965990604354,0.8028173104394625,12.346464129373063,16.588546361377436,4.242082232004371
Lebanon,Asia,7784.316856929759,Upper middle income,10248.110196653133,8491313.990930524,0.00032608314386752587,15339,56.608993487478244,0.044854497903605656,130,12,6.7468619246861925,11.859697864212535,73.2264249607809,2.156149403827402,3.5395462139154503,28.987740941266743,1.713395638629283,1.711618257261411,1.8077524769685387,0.766234489812951,0.8513969980875596,0.9871326932503148,0.4613703786188029,0.7097067522791246,0.9097911829692493,0.2648397599976467,0.5756718883617938,0.8373120572711529,9.23484859650989,15.954554315561772,6.719705719051882
Liberia,Africa,621.892953622715,Low income,95870.64430011435,6599241.750913957,0.004666589532955378,847,24.65838030225396,0.13032977071343682,63,6,56.59920428991524,80.16899465425074,90.30867390929471,18.948825658136563,35.617064325733324,72.82780366546976,1.7128027681660898,1.834862385321101,21.897810218978105,0.8530922345824143,0.9796849438403296,0.9955642400646432,0.48377338370878,0.728662673360311,0.9340406493721993,0.14915587696475308,0.33592736115533045,0.7581848307116971,11.470755106608742,15.702465314171569,4.231710207562825
Libya,Africa,7683.750611229591,Upper middle income,1625749.7751877687,29467380.16597594,0.00025339452526174794,20572,76.88026225520413,0.04019404677355585,189,18,54.203137902559874,75.30966143682906,91.62112932604735,12.668091399552486,34.46574515966154,79.60907867604044,1.6515276630883566,3.2870829203832184,39.98348472336912,0.918679890007886,0.9511319581836118,0.9994493686440076,0.7293548459212438,0.8947291382207025,0.9736038318176986,0.3933217384068168,0.7729275041008481,0.9455855779079404,14.301479667449223,17.198794452424078,2.8973147849748546
St. Lucia,Central-America,11611.4154473966,Upper middle income,614.6724583394007,268945.621866488,0.025177025963808025,192,9.370312090217675,-0.011130530769938278,24,8,47.61504517755831,49.28906633046158,63.059466274427386,4.19149229417041,5.753536684404515,12.472537241800344,0.7984870771170414,0.7984870771170414,0.7984870771170414,0.7101680916395936,0.7193751905112951,0.8529679332984491,0.06620893803711743,0.14323715917264118,0.30632379659372583,0.0,9.438842129478148e-05,0.005284669754278783,6.421089537865102,12.502264488953863,6.08117495108876
Liechtenstein,Europe,173356.051288416,High income,161.91660789819673,126747.0320710934,0.017821092934215105,256,15.8914723285764,-0.12326057583819698,42,6,43.47422593436261,56.264236902050115,79.27950729773053,9.840817504137615,18.867947424442573,40.21728485505227,1.0124019235636548,1.0124019235636548,1.763266683540032,,,,,,,,,,5.087081436634335,11.749948505566605,6.662867068932269
Sri Lanka,Asia,3853.08369288942,Lower middle income,65791.7300368569,26184529.4959218,0.0003121750802361629,14983,53.73628370974672,0.06337812237537205,147,10,12.734683794466406,16.290696256554078,50.69026104417671,2.743184619913619,5.816371441981551,24.979207062253877,1.1927710843373494,1.1939218523878434,8.948463704247768,0.7179211062651779,0.8167478583425619,0.9676513079119896,0.4467114433968065,0.6215920885503665,0.819146156384275,0.3470875519160873,0.5297122838183699,0.7414258019219422,11.094249426084154,17.080679317076083,5.986429890991927
Lesotho,Africa,1157.5351643314698,Lower middle income,30533.96458550005,5072652.34392591,0.0040148895504686045,1002,22.120394597128676,0.010501363199972016,54,10,47.00107980759792,76.83548097093198,91.53510895883777,8.089313226638179,26.298553954288245,73.9631267484402,0.9802055576703463,2.7278775781769795,29.650389511685347,0.8535468587741638,0.966596439537088,0.9945974033505844,0.274612070384196,0.5414891176158068,0.9031144117707522,0.06249964060480025,0.2696505150064394,0.6180054032530801,10.326594935978003,15.439374383533416,5.112779447555411
Lithuania,Europe,19455.4541266341,High income,65030.77380086923,23780907.67740737,0.00029605736431057635,15075,56.757236378444865,-0.00851112940716184,140,16,12.343215507411633,24.992751522180345,51.676416036524465,3.3928399127447024,6.798695466085386,26.52826681545961,1.4014722536806345,1.4250755721894344,7.7121930202498925,0.8151427779261328,0.9521129423158748,0.9991668251755256,0.6254158203437572,0.8396602302379199,0.9769406615795485,0.4599306231612472,0.7098289168978872,0.9349856804261494,11.082615879929252,16.9843936182801,5.90177773835085
Luxembourg,Europe,114704.59417086301,High income,2582.273342672962,3786890.144641885,0.0007221189804299447,6295,32.649445362149265,0.02979885850478373,93,8,3.1492416348269083,8.957851876306812,25.635407537248028,1.833943324960527,2.7835798459657277,11.199870747117892,1.0797251608681429,1.055887372013652,1.2260188443637192,0.5939547298307984,0.7712632353803486,0.9907603651504124,0.4355643791997268,0.6364535502383746,0.8772251621996615,0.2799108575074209,0.5116462324626097,0.7716868982465558,7.856425430510117,15.14705569791865,7.290630267408535
Latvia,Europe,17836.364886595802,High income,64705.997807738655,24913358.35632055,0.0003149879973813453,13971,61.31568811349921,0.04448925401814799,160,10,10.071942446043163,14.668452779638317,62.631843294826716,3.124068870077407,6.183835909171924,27.728790154522258,1.6478029294274301,1.6480772432162474,9.87489574645538,0.8398567896291227,0.9348882896107268,0.9998267157094431,0.7647536091796897,0.8714032744653594,0.964123740916786,0.6458985206202519,0.8139314170296851,0.9286818962027954,11.077609178012207,17.03091469775441,5.953305519742205
Saint Martin,Central-America,15400.0,High income,56.12287903500904,59718.59263109932,0.043478260869565216,105,11.938302277432713,-0.16451810926949104,32,8,65.07194244604317,76.94244604316548,88.81294964028777,31.739314430808307,43.762682161962715,60.39715166642195,5.935251798561151,5.935251798561151,7.985611510791367,0.8777652537346414,0.9440315027700208,0.983682595561476,0.23968975481702018,0.47627603251371775,0.7576080974078337,0.0,7.765883496845075e-06,0.005417970241045316,4.027543555326247,10.997398685251854,6.969855129925606
Morocco,Africa,3204.0950031329803,Lower middle income,414347.98346211395,61669017.75860801,0.00014298574208601185,37072,66.57716683471631,0.03152039244238625,183,16,12.50816033424729,15.945839358485605,56.45519947678221,3.196116927716531,4.874556659102475,24.801449690644407,1.2713496853730577,1.2807244501940491,4.361330399896467,0.5220050993371079,0.7426613612501197,0.9930306768868646,0.32273991151277653,0.5184770222529935,0.8085727120356188,0.22230753436638293,0.4137203496137241,0.6617423504860401,12.934461439515289,17.937292219462982,5.002830779947695
Monaco,Europe,185829.01796040696,High income,2.3539569635963997,46406.317702828186,0.01381924911336676,339,12.439403204109087,0.13398406222595008,32,7,,100.0,100.0,,100.0,100.0,,100.0,100.0,,,,,,,,,,0.8560977264264427,10.74519088633431,9.889093159907867
Moldova,Europe,4498.52085021233,Lower middle income,33893.336446373316,11470896.95989208,0.0005425003896971135,7232,50.68365513538279,0.057436474561152424,140,8,17.502814963092707,45.357741086384294,92.57907542579076,5.942631012309339,15.050631932604276,71.14842086136863,1.2052381504229923,3.158400384292062,34.72530036160037,0.6845036707211287,0.8398539947028693,0.9979694883099038,0.4482403031634389,0.658020479793767,0.8976472276684898,0.2670841935721526,0.5022471227813282,0.7853639707474883,10.430973709043373,16.25532368656175,5.824349977518375
